OBJECTID,Countyname,ST_Name,ST_Abbr,ST_ID,FIPS,FatalityRa,Confirmedb,DeathsbyPo,PCTPOVALL_,Unemployme,Med_HH_Inc,State_Fata,DateChecke,EM_type,EM_date,EM_notes,url,Thumbnail,Confirmed,Deaths,Age_85,Age_80_84,Age_75_79,Age_70_74,Age_65_69,Beds_Licen,Beds_Staff,Beds_ICU,Ventilator,POP_ESTIMA,POVALL_201,Unemployed,Median_Hou,Recovered,Active,State_Conf,State_Deat,State_Reco,State_Test,AgedPop,NewCases,NewDeaths,TotalPop,NonHispWhP,BlackPop,AmIndop,AsianPop,PacIslPop,OtherPop,TwoMorPop,HispPop,Wh_Alone,Bk_Alone,AI_Alone,As_Alone,NH_Alone,SO_Alone,Two_More,Not_Hisp,Age_Less15,Age_15_24,Age_25_34,Age_Over75,Agetotal,NonHisp,Age_35_64,Age_65_74,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Shape__Area,Shape__Length
1828,Valencia,New Mexico,NM,35,35061,1.04166666666667,251.12,2.61588364549545,17.3,5.5,97.8061,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,4/15/2020 5:00:00 AM,Governor Declared closing of all public Schools for social distancing and communbity spread .,https://bao.arcgis.com/covid-19/jhu/county/35061.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,192,2,0,0,0,0,0,0,0,0,0,76456,12908,1650,46365,0,0,0,0,0,418357,0,6,0,75956,25066,704,2833,372,0,66,1072,45843,61391,839,3256,643,0,7531,2296,75956,14916,9995,9144,4961,75956,30113,29305,7635,6,8,3,7,5,8,4,5,6,4,4,8,3,5,4105155462.84375,316107.181601155
1829,Albany,New York,NY,36,36001,5.43820224719101,724.48,39.3986656551086,11.3,3.7,95.3997,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36001.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,2225,121,7394,6436,7750,11635,16201,1532,1479,116,41,307117,32888,5844,64536,0,0,402263,32395,0,4724882,49416,6,0,307426,223319,35930,322,19867,131,562,9370,17925,232402,38407,516,19928,133,4527,11513,307426,46904,56013,40071,21580,307426,289501,115022,27836,6,11,18,7,8,11,4,8,7,15,5,13,10,3,2552185381.25391,225407.088200068
1830,Allegany,New York,NY,36,36003,1.51515151515151,142.15,2.15377988369589,17,5.6,68.3864,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36003.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,66,1,1110,993,1478,1972,2891,55,69,9,2,46430,7161,1096,46262,0,0,402263,32395,0,4724882,8444,0,0,47025,44391,639,133,523,12,66,517,744,44860,652,133,525,12,276,567,47025,7836,9034,4761,3581,47025,46281,16950,4863,0,0,2,0,0,1,0,0,0,0,1,1,2,0,4895051809.41016,285287.406449499
1831,Bronx,New York,NY,36,36005,7.98356628197452,3382.16,270.01700960526,27.3,5.7,57.0098,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36005.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,48437,3867,22500,21575,32898,42177,55320,2816,3345,274,85,1432132,380470,34319,38566,0,0,402263,32395,0,4724882,174470,62,7,1437872,133874,421275,3476,50906,493,8803,15409,803636,306423,490823,9596,52388,1128,525040,52474,1437872,302624,211111,227012,76973,1437872,634236,522655,97497,62,57,72,72,69,35,58,37,60,64,77,83,51,102,190418690.351563,148355.04129985
1832,Broome,New York,NY,36,36007,7.25513905683192,431.5,31.305600050089,17.3,4.9,75.2838,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36007.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,827,60,5896,4529,6545,8066,10585,573,492,47,16,191659,31406,4115,50928,0,0,402263,32395,0,4724882,35621,7,0,194402,162872,10047,339,8209,56,89,4816,7974,167041,11177,392,8238,89,1791,5674,194402,31055,34397,21714,16970,194402,186428,71615,18651,7,13,23,14,4,4,5,4,1,16,7,7,6,6,3376119012.97266,307157.734447836
1833,Cattaraugus,New York,NY,36,36009,4.34782608695652,179.59,7.80843310775638,17.1,5.3,70.9807,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36009.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,138,6,1756,1651,2660,3613,4426,186,260,46,3,76840,12711,1820,48017,0,0,402263,32395,0,4724882,14106,0,0,77686,70425,1224,2289,648,0,61,1434,1605,71439,1247,2380,648,0,419,1553,77686,14364,10292,8412,6067,77686,76081,30512,8039,0,0,4,3,1,2,0,1,0,3,0,1,0,0,6254100107.37109,368674.51694548
1834,Cayuga,New York,NY,36,36011,1.58730158730159,163.33,2.59252057813209,13,4.5,78.2654,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36011.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,126,2,2033,1843,2032,3324,4627,99,85,15,2,77145,9509,1610,52945,0,0,402263,32395,0,4724882,13859,0,0,77868,70280,3241,138,394,0,104,1479,2232,71522,3361,235,399,0,552,1799,77868,12637,9705,9646,5908,77868,75636,32021,7951,0,0,2,0,2,0,0,2,0,0,1,0,4,1,3545380563.08984,354227.398175319
1835,Chautauqua,New York,NY,36,36013,4.09356725146199,133.66,5.4713574437818,18.3,5,67.5393,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36013.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,171,7,3447,3039,4576,5415,8191,356,208,27,6,127939,22426,2766,45689,0,0,402263,32395,0,4724882,24668,1,0,129656,113526,2975,401,688,55,85,2341,9585,119857,3326,425,694,68,2586,2700,129656,21787,18011,15083,11062,129656,120071,50107,13606,1,0,15,3,3,14,1,2,1,2,2,0,0,4,5127997379.54297,308439.684333597
1836,Chemung,New York,NY,36,36015,1.35135135135135,175.66,2.3737745388943,13.5,4.7,77.7037,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36015.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,148,2,2456,1879,2516,3407,5061,471,325,24,8,84254,10856,1649,52565,0,0,402263,32395,0,4724882,15319,0,0,85740,74077,4940,282,1240,6,81,2519,2595,75443,5262,294,1333,10,556,2842,85740,15412,10407,10514,6851,85740,83145,34088,8468,0,0,0,0,1,0,1,0,0,1,1,0,3,1,1937405460.96094,197576.35720128
1837,Chenango,New York,NY,36,36017,3.55029585798817,355.52,12.6220127903063,15.1,4.7,74.3732,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36017.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,169,6,1046,1110,1820,2276,3288,58,58,7,2,47536,7023,1047,50312,0,0,402263,32395,0,4724882,9540,3,0,48348,45846,429,141,206,0,5,683,1038,46395,472,166,206,10,233,866,48348,8217,5673,5235,3976,48348,47310,19683,5564,3,0,0,3,4,2,1,6,1,1,0,2,0,0,4284891840.92188,302883.912431723
1838,Clinton,New York,NY,36,36019,3.6697247706422,135.08,4.95693661317306,13.2,4.4,82.0675,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36019.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,109,4,1489,1658,2309,3234,4163,300,300,21,11,80695,9779,1597,55517,0,0,402263,32395,0,4724882,12853,0,0,80794,72705,3297,206,1183,26,203,864,2310,73391,3475,208,1183,26,1474,1037,80794,11993,13847,10146,5456,80794,78484,31955,7397,0,1,1,0,1,1,2,0,2,0,0,0,0,0,5735743441.87109,329495.807907378
1839,Columbia,New York,NY,36,36021,7.59753593429158,812.8,61.7531210361172,11.7,3.3,95.9614,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36021.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,487,37,1567,1713,2427,3308,4562,192,95,9,5,59916,6828,1043,64916,0,0,402263,32395,0,4724882,13577,1,0,60919,52771,2564,33,1095,0,94,1535,2827,54318,2688,33,1127,0,1011,1742,60919,8673,6640,6515,5707,60919,58092,25514,7870,1,1,3,0,0,3,2,2,1,0,2,6,2,1,3066550724.25,248706.987576664
1840,Cortland,New York,NY,36,36023,0,123.37,0,16.9,5.1,76.5004,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36023.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,59,0,1044,875,1229,1678,2721,162,103,12,2,47823,7426,1165,51751,0,0,402263,32395,0,4724882,7547,1,0,48123,44579,693,111,343,0,93,1026,1278,45625,712,111,387,9,227,1052,48123,7771,10190,5466,3148,48123,46845,17149,4399,1,0,2,1,1,1,1,1,1,2,1,0,0,0,2398591923.17578,198241.634841015
1841,Delaware,New York,NY,36,36025,4.34782608695652,206.62,8.9833134951827,15.9,4.8,70.042,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36025.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,92,4,1263,1334,1854,2771,3373,63,56,10,2,44527,6746,928,47382,0,0,402263,32395,0,4724882,10595,0,0,45502,41958,720,70,363,8,39,602,1742,43108,839,70,363,8,393,721,45502,6230,6384,4443,4451,45502,43760,17850,6144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6930578472.03516,380265.892004446
1842,Dutchess,New York,NY,36,36027,3.55140186915888,1457.18,51.7503183325503,9.2,3.7,117.6738,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36027.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,4280,152,6545,6294,8404,11705,15752,942,874,59,13,293718,25387,5305,79604,0,0,402263,32395,0,4724882,48700,4,0,293894,211310,28478,410,10600,79,1112,6935,34970,230158,30830,1061,10664,117,11711,9353,293894,45539,43890,33821,21243,293894,258924,121944,27457,4,7,7,7,5,2,2,3,5,7,6,12,6,6,3844374185.66016,296004.793431165
1843,Erie,New York,NY,36,36029,8.31831058459954,844.39,70.2388446906066,13.7,4.4,83.3358,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36029.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,7766,646,24554,20562,26375,38347,48694,2573,2265,307,46,919719,122204,19574,56375,0,0,402263,32395,0,4724882,158532,24,2,919866,696992,119231,4092,31615,247,1276,17000,49413,716987,123475,4558,31800,309,20247,22490,919866,154089,122064,128665,71491,919866,870453,356516,87041,24,31,51,36,28,52,44,25,13,35,57,33,45,43,5029489395.53125,477770.950646397
1844,Essex,New York,NY,36,36031,0,136.73,0,11.7,4.9,80.3808,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36031.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,51,0,1023,1060,1532,1886,2821,25,25,4,1,37300,4150,834,54376,0,0,402263,32395,0,4724882,8322,0,0,37751,34773,1080,78,134,8,56,489,1133,35186,1185,78,134,8,460,700,37751,4998,4022,4517,3615,37751,36618,15892,4707,0,0,0,0,2,0,0,1,1,1,4,0,0,0,9632051699.69531,458690.991690869
1845,Franklin,New York,NY,36,36033,0,71.58,0,16.7,5.2,72.0228,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36033.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,36,0,802,1011,1483,2066,2719,171,126,13,4,50293,7404,1014,48722,0,0,402263,32395,0,4724882,8081,0,0,50692,41423,2915,3618,254,94,48,581,1759,41778,2965,3618,255,94,1099,883,50692,8178,6826,7040,3296,50692,48933,20567,4785,0,1,0,1,1,0,0,0,0,0,1,1,1,0,8670003474.35156,441752.262932522
1846,Fulton,New York,NY,36,36035,9.05660377358491,494.49,44.7836390438693,13,5.1,75.9638,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36035.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,265,24,1537,1038,1672,2624,3110,74,58,8,3,53591,6830,1166,51388,0,0,402263,32395,0,4724882,9981,0,0,53743,49973,1058,132,382,15,0,602,1581,50849,1085,192,382,15,468,752,53743,8932,6211,6407,4247,53743,52162,22212,5734,0,0,1,1,1,0,0,1,0,0,1,3,1,0,2589177262.39453,239714.687834055
1847,Genesee,New York,NY,36,36037,2,434.7,8.69398897602198,9.9,4.2,87.1053,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36037.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,250,5,1599,1199,1982,2643,3030,111,131,10,2,57511,5494,1245,58925,0,0,402263,32395,0,4724882,10453,0,0,58112,52697,1249,501,477,0,43,1296,1849,53404,1304,510,477,0,997,1420,58112,9761,7086,7081,4780,58112,56263,23731,5673,0,3,1,2,0,2,0,3,0,0,1,0,0,0,2399954601.78516,212411.783167372
1848,Greene,New York,NY,36,36039,6.76691729323308,560.11,37.9019182581963,13,4.5,80.5848,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36039.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,266,18,0,0,0,0,0,0,0,0,0,47491,5789,935,54514,0,0,0,0,0,4724882,0,0,0,47617,40625,2763,233,516,5,166,556,2753,42731,2936,281,516,5,489,659,47617,6485,5705,5739,4087,47617,44864,19692,5909,0,1,1,1,0,0,0,0,0,0,3,0,0,0,3113746457.375,255546.583486244
1849,Hamilton,New York,NY,36,36041,0,135.32,0,9.1,6.8,87.2457,0,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36041.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,6,0,0,0,0,0,0,0,0,0,0,4434,404,157,59020,0,0,0,0,0,4724882,0,0,0,4575,4363,37,16,1,1,0,86,71,4420,37,16,1,1,14,86,4575,505,534,267,512,4575,4504,1950,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8951220408.41797,452497.503516659
1850,Herkimer,New York,NY,36,36043,2.07253886010363,312.13,6.46903756893568,13.5,4.9,78.5951,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36043.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,193,4,1776,1642,1920,2894,4019,25,25,4,2,61833,8176,1374,53168,0,0,402263,32395,0,4724882,12251,1,0,62505,59147,714,150,322,15,85,763,1309,59916,849,150,331,93,313,853,62505,10677,7984,6851,5338,62505,61196,24742,6913,1,4,4,2,1,0,2,6,1,0,8,2,3,0,7161823324.09375,535530.426481024
1851,Jefferson,New York,NY,36,36045,0,88.59,0,12.3,5.6,78.0481,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36045.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,99,0,1842,1940,2331,3620,4886,330,287,18,5,111755,12996,2510,52798,0,0,402263,32395,0,4724882,14619,2,0,114448,93636,6452,427,1811,208,70,3359,8485,98570,6894,533,1884,245,1708,4614,114448,23727,18352,19655,6113,114448,105963,38095,8506,2,2,0,0,1,0,0,0,1,0,3,2,2,0,6453773084.00781,974157.084240771
1852,Kings,New York,NY,36,36047,9.2581503659348,2327.68,215.500052268248,18.9,4.2,89.9687,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36047.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,60120,5566,46962,43655,60074,77575,115282,5838,4320,282,160,2582830,483632,51220,60862,0,0,402263,32395,0,4724882,343548,75,11,2600747,940759,787705,3667,304870,846,11136,52485,499279,1130251,847116,8427,306829,1047,230448,76629,2600747,510353,313113,474552,150691,2600747,2101468,959181,192857,75,99,95,87,128,61,81,50,88,99,110,110,135,200,312127054.972656,216596.362763475
1853,Lewis,New York,NY,36,36049,0,117.22,0,12.2,5.5,77.8441,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36049.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,31,0,690,638,733,1172,1387,31,25,6,2,26447,3177,647,52660,0,0,402263,32395,0,4724882,4620,0,0,26719,25607,206,55,145,23,20,207,456,25829,206,55,145,23,186,275,26719,5116,3230,3051,2061,26719,26263,10702,2559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6411017146.72656,354052.440720441
1854,Livingston,New York,NY,36,36051,5.4421768707483,232.5,12.65282237019,12.5,4.3,90.2126,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36051.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,147,8,1359,1369,1803,2850,3332,67,67,12,2,63227,7173,1333,61027,0,0,402263,32395,0,4724882,10713,0,0,63907,58112,1696,115,833,22,68,838,2223,59696,1805,128,833,22,429,994,63907,9332,11888,7028,4531,63907,61684,24946,6182,0,2,1,4,3,3,1,1,1,1,0,0,1,1,3075504024.64063,320051.423002567
1855,Madison,New York,NY,36,36053,4.53333333333333,529.7,24.0129952680274,10.8,4.8,87.3847,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36053.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,375,17,1631,1210,2244,2906,4151,126,126,10,4,70795,7121,1564,59114,0,0,402263,32395,0,4724882,12142,1,0,71359,66547,1158,459,630,73,60,885,1547,67574,1251,464,630,73,284,1083,71359,11142,12311,7298,5085,71359,69812,28466,7057,1,0,3,3,0,1,3,1,0,3,1,2,0,4,3191216485.27344,336077.88907984
1856,Monroe,New York,NY,36,36055,6.5952380952381,565.68,37.3077037041028,14.4,4.3,89.0492,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36055.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,4200,277,18137,14191,20615,29608,39080,2331,2038,247,34,742474,103620,15459,60240,0,0,402263,32395,0,4724882,121631,23,0,744248,527127,107709,1246,26259,113,1272,16891,63631,566271,113538,3378,26661,120,12226,22054,744248,129233,104509,103968,52943,744248,680617,284907,68688,23,24,33,46,28,42,30,21,31,37,52,53,38,33,3241948422.66797,301029.795278486
1857,Montgomery,New York,NY,36,36057,3.00751879699248,268.93,8.08816095440299,15.8,5.1,64.7454,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36057.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,133,4,1419,1148,1431,2120,2847,120,100,8,5,49455,7694,1155,43799,0,0,402263,32395,0,4724882,8965,1,0,49426,40461,858,71,394,0,95,781,6766,43412,1007,71,420,0,3059,1457,49426,9312,5901,6248,3998,49426,42660,19000,4967,1,2,2,3,4,0,1,1,0,0,0,1,0,0,1982432598.26563,203129.840055207
1858,Nassau,New York,NY,36,36059,5.17070406573169,3118.06,161.225846490908,5.8,3.5,170.4426,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36059.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,42354,2190,39851,29424,37045,53018,72826,4758,3598,334,173,1358343,77883,25027,115301,0,0,402263,32395,0,4724882,232164,47,0,1356564,824425,151236,1543,125198,190,7143,21248,225581,930446,158708,3583,125767,351,96581,41128,1356564,239956,175998,155654,106320,1356564,1130983,552792,125844,47,40,35,68,42,34,35,22,43,41,37,57,46,27,1293143987.01953,888571.842509038
1859,New York,New York,NY,36,36061,9.02485103909316,1689.94,152.514181547135,15.6,3.7,125.0739,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:07:58 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36061.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,27524,2484,39048,32235,44496,62021,79562,8650,7479,944,211,1628701,245347,33750,84610,0,0,402263,32395,0,4724882,257362,66,6,1632480,765564,203849,1891,194346,524,5961,36662,423683,917402,241850,6995,196347,867,193569,75450,1632480,201931,183478,366556,115779,1632480,1208797,623153,141583,66,64,64,64,75,16,64,62,46,58,79,57,46,56,102909495.242188,121733.129253125
1860,Niagara,New York,NY,36,36063,7.00447093889717,637.73,44.6697998888007,13,5.2,81.3224,8.05318908276426,07/14/2020 01:13:06,Govt Ordered Community Quarantine,3/23/2020 12:08:51 AM, ,https://bao.arcgis.com/covid-19/jhu/county/36063.html,https://coronavirus.jhu.edu/static/media/dashboard_infographic_thumbnail.png,1342,94,5629,4625,6498,9222,12426,482,443,32,7,210433,26833,5197,55013,0,0,402263,32395,0,4724882,38400,2,0,211704,181515,14890,2184,2263,75,368,4355,6054,185192,15145,2203,2277,75,1590,5222,211704,34927,26170,25881,16752,211704,205650,86326,21648,2,6,7,12,8,10,7,6,7,15,14,11,3,6,2566596572.65234,269364.042134337
